Time  FPS FVS FVT FDS SHD SB PIN WHB WHT
3.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
3.400000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
3.500000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
3.600000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
3.700000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
3.800000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
3.900000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.000000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.100000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.200000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.400000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.500000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.600000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.700000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.800000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
4.900000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.000000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.100000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.200000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.400000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.500000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.600000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.700000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.800000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
5.900000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.000000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.100000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.200000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.400000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.500000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.600000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.700000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.800000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
6.900000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.000000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.100000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.200000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.400000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.500000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.600000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.700000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.800000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
7.900000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.000000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.100000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.200000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.400000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.500000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.600000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.700000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.800000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
8.900000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.000000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.100000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.200000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.300000e+01 1340.044062 5993.229605 3519.973562 48124.820868 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.400000e+01 1340.044062 5993.229605 3519.973562 0.000000 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.500000e+01 1340.044062 5993.229605 3519.973562 0.000000 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.600000e+01 1340.044062 5993.229605 3519.973562 28177.713427 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.700000e+01 1340.044062 5993.229605 3519.973562 28177.713427 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.800000e+01 1340.044062 5993.229605 3519.973562 28177.713427 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.900000e+01 1340.044062 5993.229605 3519.973562 28177.713427 152550.902354 21.274938 536.153360 1384.896738 756.185723
9.950000e+01 1340.044062 5993.229605 3519.973562 28177.713427 152550.902354 21.274938 536.153360 1384.896738 756.185723
