Time FPS-0 FPS-1 FPS-2 FPS-3 FPS-4 FPS-5 FPS-6 FPS-7 FPS-8 FPS-9 FVS-0 FVS-1 FVS-2 FVS-3 FVS-4 FVS-5 FVS-6 FVS-7 FVS-8 FVS-9 FVT-0 FVT-1 FVT-2 FVT-3 FVT-4 FVT-5 FVT-6 FVT-7 FVT-8 FVT-9 FDS-0 FDS-1 FDS-2 FDS-3 FDS-4 FDS-5 FDS-6 FDS-7 FDS-8 FDS-9 SHD-0 SHD-1 SHD-2 SHD-3 SHD-4 SHD-5 SHD-6 SHD-7 SHD-8 SHD-9 SB-0 SB-1 SB-2 SB-3 SB-4 SB-5 SB-6 SB-7 SB-8 SB-9 PIN-0 PIN-1 PIN-2 PIN-3 PIN-4 PIN-5 PIN-6 PIN-7 PIN-8 PIN-9 WHB-0 WHB-1 WHB-2 WHB-3 WHB-4 WHB-5 WHB-6 WHB-7 WHB-8 WHB-9 WHT-0 WHT-1 WHT-2 WHT-3 WHT-4 WHT-5 WHT-6 WHT-7 WHT-8 WHT-9 CEP-0 CEP-1 BFS-0 BFF-0 BG-0 BML-0 BMS-0 ZL-0 BD-0 MA-0 SG-0 BC-0 ZG-0 PL-0 PS-0 ZM-0 ZS-0 PB-0 BB-0 BO-0 DL-0 DR-0 DC-0
1.000000e+01 1.216893e+00 4.431719e+01 1.104957e+02 1.661432e+02 1.981085e+02 2.152338e+02 1.962793e+02 1.952091e+02 1.268553e+02 8.179881e+01 3.200422e+05 1.282014e+05 1.810346e+04 6.245236e+03 1.901361e+03 6.380735e+02 2.352810e+02 9.154660e+01 3.655022e+01 1.473939e+01 1.892239e+03 2.392147e+03 1.059221e+03 3.759732e+02 1.195788e+02 3.557940e+01 1.092561e+01 3.526660e+00 1.327543e+00 4.432538e-01 4.574487e+03 1.219401e+04 1.267941e+04 8.006220e+03 4.459809e+03 2.767734e+03 1.649010e+03 8.488271e+02 4.508783e+02 2.781984e+02 3.634427e+04 3.863799e+04 2.892611e+04 1.926639e+04 1.264179e+04 7.650307e+03 4.378888e+03 2.448755e+03 9.602957e+02 7.498602e+02 4.059640e-02 6.777757e-02 1.483320e+01 6.856040e+00 3.136072e+00 1.451304e+00 6.975517e-01 3.474312e-01 2.074134e-01 1.319562e-01 2.881772e+01 6.925291e+01 8.277533e+01 7.894314e+01 6.995063e+01 5.806402e+01 4.837087e+01 3.991500e+01 3.142612e+01 2.859437e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.318731e+02 1.632038e+02 1.165684e+02 8.165364e+01 5.833509e+01 3.499266e+01 2.329502e+01 2.329493e+01 1.164782e+01 1.164783e+01 1.411197e+05 6.648373e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.047307e+00 2.077900e-04 2.093703e-04 2.081202e-04 2.077900e-04 5.047144e+00 7.709939e-01 7.126472e-01 5.048988e+00 5.050086e+00 4.112569e+02 1.744891e+00 2.077915e-04 1.051416e+07 4.159953e+07 7.058269e-09
1.100000e+01 1.216891e+00 4.429973e+01 1.104520e+02 1.660902e+02 1.980453e+02 2.151651e+02 1.962167e+02 1.951469e+02 1.268149e+02 8.177272e+01 3.200421e+05 1.282014e+05 1.742153e+04 4.914967e+03 1.119743e+03 3.766591e+02 1.389891e+02 5.409216e+01 2.159855e+01 8.710622e+00 1.892251e+03 1.775248e+03 6.528038e+02 2.229129e+02 6.880563e+01 2.047198e+01 6.286377e+00 2.029155e+00 7.638340e-01 2.550379e-01 4.574364e+03 1.219375e+04 1.267167e+04 7.999750e+03 4.456692e+03 2.765919e+03 1.647968e+03 8.483041e+02 4.506038e+02 2.780299e+02 3.634205e+04 3.862554e+04 2.891723e+04 1.924940e+04 1.263433e+04 7.646907e+03 4.377266e+03 2.447939e+03 9.599946e+02 7.496323e+02 4.059728e-02 6.777797e-02 1.483320e+01 6.856040e+00 3.136072e+00 1.451304e+00 6.975514e-01 3.474309e-01 2.074131e-01 1.319558e-01 2.881711e+01 6.925261e+01 8.277445e+01 7.894254e+01 6.995001e+01 5.806363e+01 4.837052e+01 3.991478e+01 3.142598e+01 2.859426e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.318946e+02 1.632153e+02 1.165697e+02 8.165262e+01 5.833436e+01 3.499241e+01 2.329492e+01 2.329482e+01 1.164780e+01 1.164781e+01 1.411192e+05 7.097842e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.175314e+00 2.077900e-04 2.095494e-04 2.081550e-04 2.077900e-04 5.175535e+00 7.886583e-01 7.136311e-01 5.177134e+00 5.178325e+00 8.192732e+02 4.871943e+00 2.077916e-04 1.052662e+07 4.160368e+07 7.058276e-09
1.200000e+01 1.216889e+00 4.428225e+01 1.104082e+02 1.660372e+02 1.979822e+02 2.150965e+02 1.961541e+02 1.950846e+02 1.267744e+02 8.174662e+01 3.200419e+05 1.282014e+05 1.678244e+04 4.853544e+03 1.115315e+03 3.761011e+02 1.388921e+02 5.406965e+01 2.159187e+01 8.708297e+00 1.892263e+03 1.775281e+03 6.525246e+02 2.228170e+02 6.877392e+01 2.046323e+01 6.283737e+00 2.028307e+00 7.635153e-01 2.549340e-01 4.574239e+03 1.219350e+04 1.266394e+04 7.993275e+03 4.453573e+03 2.764103e+03 1.646926e+03 8.477813e+02 4.503294e+02 2.778615e+02 3.633981e+04 3.861308e+04 2.890835e+04 1.923236e+04 1.262685e+04 7.643502e+03 4.375643e+03 2.447124e+03 9.596935e+02 7.494044e+02 4.059817e-02 6.777836e-02 1.483320e+01 6.856040e+00 3.136072e+00 1.451303e+00 6.975510e-01 3.474305e-01 2.074127e-01 1.319555e-01 2.881648e+01 6.925230e+01 8.277356e+01 7.894192e+01 6.994937e+01 5.806323e+01 4.837017e+01 3.991455e+01 3.142584e+01 2.859415e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.319162e+02 1.632269e+02 1.165710e+02 8.165159e+01 5.833364e+01 3.499215e+01 2.329482e+01 2.329471e+01 1.164778e+01 1.164779e+01 1.411188e+05 7.538567e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.278961e+00 2.077900e-04 2.097321e-04 2.081901e-04 2.077900e-04 5.279574e+00 8.108068e-01 7.146799e-01 5.280912e+00 5.282189e+00 1.663863e+03 1.385234e+01 2.077918e-04 1.053907e+07 4.160784e+07 7.058283e-09
1.300000e+01 1.216888e+00 4.426477e+01 1.103644e+02 1.659843e+02 1.979190e+02 2.150278e+02 1.960915e+02 1.950223e+02 1.267339e+02 8.172054e+01 3.200418e+05 1.282013e+05 1.618924e+04 4.793631e+03 1.110922e+03 3.755446e+02 1.387953e+02 5.404715e+01 2.158519e+01 8.705972e+00 1.892276e+03 1.775314e+03 6.522456e+02 2.227211e+02 6.874222e+01 2.045448e+01 6.281098e+00 2.027460e+00 7.631967e-01 2.548302e-01 4.574114e+03 1.219325e+04 1.265621e+04 7.986806e+03 4.450458e+03 2.762289e+03 1.645885e+03 8.472588e+02 4.500552e+02 2.776931e+02 3.633757e+04 3.860062e+04 2.889948e+04 1.921535e+04 1.261938e+04 7.640099e+03 4.374020e+03 2.446308e+03 9.593925e+02 7.491766e+02 4.059905e-02 6.777875e-02 1.483320e+01 6.856039e+00 3.136071e+00 1.451303e+00 6.975507e-01 3.474302e-01 2.074124e-01 1.319551e-01 2.881586e+01 6.925200e+01 8.277267e+01 7.894130e+01 6.994873e+01 5.806283e+01 4.836982e+01 3.991432e+01 3.142570e+01 2.859403e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.319377e+02 1.632384e+02 1.165723e+02 8.165056e+01 5.833292e+01 3.499190e+01 2.329472e+01 2.329460e+01 1.164776e+01 1.164777e+01 1.411183e+05 7.970730e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.362893e+00 2.077900e-04 2.099185e-04 2.082254e-04 2.077900e-04 5.363882e+00 8.382226e-01 7.157815e-01 5.364958e+00 5.366312e+00 3.437056e+03 4.027752e+01 2.077919e-04 1.055149e+07 4.161198e+07 7.058290e-09
1.400000e+01 1.216886e+00 4.424731e+01 1.103207e+02 1.659313e+02 1.978558e+02 2.149592e+02 1.960289e+02 1.949601e+02 1.266935e+02 8.169447e+01 3.200416e+05 1.282013e+05 1.563708e+04 4.735174e+03 1.106562e+03 3.749897e+02 1.386986e+02 5.402466e+01 2.157851e+01 8.703649e+00 1.892288e+03 1.775347e+03 6.519668e+02 2.226252e+02 6.871053e+01 2.044573e+01 6.278460e+00 2.026612e+00 7.628782e-01 2.547264e-01 4.573990e+03 1.219299e+04 1.264848e+04 7.980344e+03 4.447344e+03 2.760476e+03 1.644845e+03 8.467366e+02 4.497812e+02 2.775249e+02 3.633533e+04 3.858817e+04 2.889060e+04 1.919836e+04 1.261191e+04 7.636699e+03 4.372398e+03 2.445493e+03 9.590916e+02 7.489488e+02 4.059993e-02 6.777915e-02 1.483320e+01 6.856039e+00 3.136071e+00 1.451302e+00 6.975503e-01 3.474298e-01 2.074120e-01 1.319548e-01 2.881523e+01 6.925169e+01 8.277177e+01 7.894068e+01 6.994810e+01 5.806243e+01 4.836947e+01 3.991409e+01 3.142556e+01 2.859392e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.319592e+02 1.632499e+02 1.165737e+02 8.164953e+01 5.833219e+01 3.499164e+01 2.329462e+01 2.329449e+01 1.164774e+01 1.164775e+01 1.411178e+05 8.394498e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.430860e+00 2.077900e-04 2.101090e-04 2.082610e-04 2.077900e-04 5.432206e+00 8.721852e-01 7.169389e-01 5.433025e+00 5.434447e+00 7.212672e+03 1.188618e+02 2.077921e-04 1.056382e+07 4.161610e+07 7.058298e-09
1.500000e+01 1.216884e+00 4.422985e+01 1.102770e+02 1.658784e+02 1.977927e+02 2.148906e+02 1.959664e+02 1.948979e+02 1.266531e+02 8.166840e+01 3.200414e+05 1.282013e+05 1.512182e+04 4.678120e+03 1.102235e+03 3.744363e+02 1.386020e+02 5.400219e+01 2.157184e+01 8.701325e+00 1.892301e+03 1.775380e+03 6.516880e+02 2.225294e+02 6.867886e+01 2.043699e+01 6.275824e+00 2.025766e+00 7.625599e-01 2.546227e-01 4.573865e+03 1.219274e+04 1.264076e+04 7.973889e+03 4.444233e+03 2.758664e+03 1.643806e+03 8.462148e+02 4.495073e+02 2.773568e+02 3.633309e+04 3.857573e+04 2.888173e+04 1.918140e+04 1.260445e+04 7.633300e+03 4.370777e+03 2.444678e+03 9.587908e+02 7.487211e+02 4.060081e-02 6.777954e-02 1.483320e+01 6.856038e+00 3.136071e+00 1.451302e+00 6.975500e-01 3.474295e-01 2.074117e-01 1.319544e-01 2.881461e+01 6.925138e+01 8.277088e+01 7.894006e+01 6.994746e+01 5.806203e+01 4.836911e+01 3.991386e+01 3.142542e+01 2.859381e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.319807e+02 1.632614e+02 1.165750e+02 8.164851e+01 5.833147e+01 3.499139e+01 2.329452e+01 2.329438e+01 1.164772e+01 1.164773e+01 1.411173e+05 8.810035e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.485900e+00 2.077900e-04 2.103034e-04 2.082969e-04 2.077900e-04 5.487577e+00 9.142875e-01 7.181551e-01 5.488151e+00 5.489632e+00 1.533364e+04 3.525249e+02 2.077922e-04 1.057588e+07 4.162016e+07 7.058305e-09
1.600000e+01 1.216882e+00 4.421242e+01 1.102333e+02 1.658255e+02 1.977297e+02 2.148221e+02 1.959039e+02 1.948357e+02 1.266127e+02 8.164235e+01 3.200413e+05 1.282012e+05 1.463983e+04 4.622419e+03 1.097940e+03 3.738843e+02 1.385056e+02 5.397973e+01 2.156517e+01 8.699003e+00 1.892313e+03 1.775413e+03 6.514093e+02 2.224336e+02 6.864721e+01 2.042826e+01 6.273188e+00 2.024919e+00 7.622417e-01 2.545190e-01 4.573740e+03 1.219248e+04 1.263304e+04 7.967440e+03 4.441125e+03 2.756853e+03 1.642767e+03 8.456933e+02 4.492336e+02 2.771888e+02 3.633085e+04 3.856329e+04 2.887287e+04 1.916446e+04 1.259700e+04 7.629903e+03 4.369157e+03 2.443863e+03 9.584901e+02 7.484935e+02 4.060170e-02 6.777993e-02 1.483320e+01 6.856038e+00 3.136070e+00 1.451302e+00 6.975496e-01 3.474291e-01 2.074113e-01 1.319541e-01 2.881398e+01 6.925107e+01 8.276998e+01 7.893944e+01 6.994682e+01 5.806164e+01 4.836876e+01 3.991363e+01 3.142528e+01 2.859369e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.320023e+02 1.632729e+02 1.165763e+02 8.164748e+01 5.833074e+01 3.499113e+01 2.329442e+01 2.329427e+01 1.164770e+01 1.164771e+01 1.411169e+05 9.217500e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.530471e+00 2.077900e-04 2.105020e-04 2.083330e-04 2.077900e-04 5.532454e+00 9.665140e-01 7.194333e-01 5.532795e+00 5.534329e+00 3.283409e+04 1.044472e+03 2.077924e-04 1.058716e+07 4.162402e+07 7.058312e-09
1.700000e+01 1.216881e+00 4.419503e+01 1.101897e+02 1.657726e+02 1.976666e+02 2.147536e+02 1.958414e+02 1.947736e+02 1.265723e+02 8.161631e+01 3.200411e+05 1.282012e+05 1.418796e+04 4.568023e+03 1.093678e+03 3.733339e+02 1.384092e+02 5.395728e+01 2.155850e+01 8.696681e+00 1.892326e+03 1.775446e+03 6.511308e+02 2.223379e+02 6.861557e+01 2.041952e+01 6.270553e+00 2.024073e+00 7.619236e-01 2.544154e-01 4.573616e+03 1.219223e+04 1.262533e+04 7.960998e+03 4.438019e+03 2.755044e+03 1.641729e+03 8.451722e+02 4.489601e+02 2.770209e+02 3.632861e+04 3.855085e+04 2.886400e+04 1.914755e+04 1.258955e+04 7.626508e+03 4.367537e+03 2.443049e+03 9.581895e+02 7.482660e+02 4.060258e-02 6.778033e-02 1.483320e+01 6.856038e+00 3.136070e+00 1.451301e+00 6.975493e-01 3.474288e-01 2.074110e-01 1.319538e-01 2.881336e+01 6.925076e+01 8.276909e+01 7.893882e+01 6.994619e+01 5.806124e+01 4.836841e+01 3.991340e+01 3.142515e+01 2.859358e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.320238e+02 1.632844e+02 1.165776e+02 8.164645e+01 5.833002e+01 3.499088e+01 2.329432e+01 2.329416e+01 1.164768e+01 1.164769e+01 1.411164e+05 9.617050e+00 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.566565e+00 2.077900e-04 2.107052e-04 2.083694e-04 2.077900e-04 5.568827e+00 1.032976e+00 7.207835e-01 5.568953e+00 5.570536e+00 7.117496e+04 3.050413e+03 2.077925e-04 1.059617e+07 4.162732e+07 7.058319e-09
1.800000e+01 1.216879e+00 4.417772e+01 1.101462e+02 1.657199e+02 1.976037e+02 2.146852e+02 1.957790e+02 1.947116e+02 1.265320e+02 8.159030e+01 3.200410e+05 1.282012e+05 1.376345e+04 4.514887e+03 1.089449e+03 3.727850e+02 1.383129e+02 5.393485e+01 2.155184e+01 8.694360e+00 1.892338e+03 1.775479e+03 6.508524e+02 2.222422e+02 6.858395e+01 2.041079e+01 6.267920e+00 2.023227e+00 7.616056e-01 2.543117e-01 4.573491e+03 1.219197e+04 1.261762e+04 7.954562e+03 4.434916e+03 2.753236e+03 1.640692e+03 8.446514e+02 4.486867e+02 2.768530e+02 3.632637e+04 3.853842e+04 2.885514e+04 1.913067e+04 1.258211e+04 7.623115e+03 4.365918e+03 2.442235e+03 9.578890e+02 7.480385e+02 4.060346e-02 6.778072e-02 1.483320e+01 6.856037e+00 3.136070e+00 1.451301e+00 6.975489e-01 3.474285e-01 2.074107e-01 1.319534e-01 2.881273e+01 6.925046e+01 8.276819e+01 7.893820e+01 6.994555e+01 5.806084e+01 4.836806e+01 3.991317e+01 3.142501e+01 2.859347e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.320453e+02 1.632959e+02 1.165790e+02 8.164542e+01 5.832929e+01 3.499062e+01 2.329422e+01 2.329405e+01 1.164766e+01 1.164767e+01 1.411159e+05 1.000884e+01 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.595794e+00 2.077900e-04 2.109135e-04 2.084063e-04 2.077900e-04 5.598310e+00 1.119007e+00 7.222129e-01 5.598236e+00 5.599872e+00 1.527411e+05 8.486386e+03 2.077927e-04 1.059933e+07 4.162915e+07 7.058327e-09
1.900000e+01 1.216878e+00 4.416049e+01 1.101027e+02 1.656674e+02 1.975410e+02 2.146170e+02 1.957168e+02 1.946496e+02 1.264917e+02 8.156433e+01 3.200408e+05 1.282012e+05 1.335258e+04 4.461521e+03 1.085138e+03 3.722246e+02 1.382150e+02 5.391217e+01 2.154514e+01 8.692035e+00 1.892351e+03 1.775513e+03 6.505744e+02 2.221467e+02 6.855237e+01 2.040208e+01 6.265292e+00 2.022383e+00 7.612884e-01 2.542084e-01 4.573364e+03 1.219172e+04 1.260992e+04 7.948106e+03 4.431808e+03 2.751427e+03 1.639654e+03 8.441307e+02 4.484135e+02 2.766853e+02 3.632411e+04 3.852598e+04 2.884628e+04 1.911370e+04 1.257464e+04 7.619713e+03 4.364296e+03 2.441421e+03 9.575884e+02 7.478111e+02 4.060438e-02 6.778113e-02 1.483320e+01 6.856037e+00 3.136069e+00 1.451301e+00 6.975486e-01 3.474281e-01 2.074103e-01 1.319531e-01 2.881208e+01 6.925013e+01 8.276725e+01 7.893755e+01 6.994488e+01 5.806042e+01 4.836769e+01 3.991293e+01 3.142486e+01 2.859335e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.320674e+02 1.633077e+02 1.165803e+02 8.164437e+01 5.832855e+01 3.499036e+01 2.329412e+01 2.329394e+01 1.164764e+01 1.164765e+01 1.411155e+05 1.039297e+01 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.619460e+00 2.077900e-04 2.111281e-04 2.084438e-04 2.077900e-04 5.622210e+00 1.232279e+00 7.237466e-01 5.621951e+00 5.623651e+00 3.076520e+05 2.120990e+04 2.077928e-04 1.059007e+07 4.162777e+07 7.058334e-09
2.000000e+01 1.216877e+00 4.414357e+01 1.100596e+02 1.656152e+02 1.974786e+02 2.145491e+02 1.956547e+02 1.945879e+02 1.264515e+02 8.153844e+01 3.200407e+05 1.282011e+05 1.296577e+04 4.409396e+03 1.080861e+03 3.716657e+02 1.381173e+02 5.388951e+01 2.153844e+01 8.689711e+00 1.892363e+03 1.775546e+03 6.502965e+02 2.220512e+02 6.852080e+01 2.039337e+01 6.262665e+00 2.021539e+00 7.609712e-01 2.541051e-01 4.573238e+03 1.219146e+04 1.260222e+04 7.941656e+03 4.428703e+03 2.749620e+03 1.638618e+03 8.436103e+02 4.481404e+02 2.765177e+02 3.632186e+04 3.851354e+04 2.883742e+04 1.909675e+04 1.256718e+04 7.616314e+03 4.362676e+03 2.440606e+03 9.572879e+02 7.475836e+02 4.060530e-02 6.778154e-02 1.483320e+01 6.856037e+00 3.136069e+00 1.451300e+00 6.975482e-01 3.474278e-01 2.074100e-01 1.319527e-01 2.881142e+01 6.924980e+01 8.276632e+01 7.893690e+01 6.994422e+01 5.806001e+01 4.836732e+01 3.991269e+01 3.142471e+01 2.859323e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.320895e+02 1.633195e+02 1.165817e+02 8.164332e+01 5.832781e+01 3.499010e+01 2.329402e+01 2.329383e+01 1.164762e+01 1.164763e+01 1.411150e+05 1.076963e+01 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.638627e+00 2.077900e-04 2.113513e-04 2.084823e-04 2.077900e-04 5.641585e+00 1.374440e+00 7.253610e-01 5.641160e+00 5.642937e+00 5.660395e+05 4.294052e+04 2.077930e-04 1.056560e+07 4.162219e+07 7.058341e-09
2.100000e+01 1.216877e+00 4.412710e+01 1.100171e+02 1.655636e+02 1.974167e+02 2.144818e+02 1.955931e+02 1.945266e+02 1.264115e+02 8.151265e+01 3.200405e+05 1.282011e+05 1.260096e+04 4.358469e+03 1.076617e+03 3.711084e+02 1.380196e+02 5.386686e+01 2.153174e+01 8.687388e+00 1.892376e+03 1.775580e+03 6.500188e+02 2.219557e+02 6.848925e+01 2.038467e+01 6.260039e+00 2.020696e+00 7.606542e-01 2.540019e-01 4.573111e+03 1.219120e+04 1.259453e+04 7.935214e+03 4.425600e+03 2.747814e+03 1.637582e+03 8.430904e+02 4.478676e+02 2.763502e+02 3.631960e+04 3.850111e+04 2.882856e+04 1.907983e+04 1.255973e+04 7.612916e+03 4.361056e+03 2.439792e+03 9.569875e+02 7.473563e+02 4.060623e-02 6.778195e-02 1.483320e+01 6.856036e+00 3.136069e+00 1.451300e+00 6.975479e-01 3.474274e-01 2.074096e-01 1.319524e-01 2.881077e+01 6.924947e+01 8.276538e+01 7.893625e+01 6.994355e+01 5.805959e+01 4.836695e+01 3.991245e+01 3.142457e+01 2.859311e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.321116e+02 1.633313e+02 1.165831e+02 8.164227e+01 5.832707e+01 3.498984e+01 2.329391e+01 2.329372e+01 1.164760e+01 1.164761e+01 1.411145e+05 1.113898e+01 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.654151e+00 2.077900e-04 2.115862e-04 2.085222e-04 2.077900e-04 5.657294e+00 1.549734e+00 7.270556e-01 5.656718e+00 5.658586e+00 9.478793e+05 6.925930e+04 2.077931e-04 1.053349e+07 4.161414e+07 7.058348e-09
2.200000e+01 1.216878e+00 4.411114e+01 1.099754e+02 1.655126e+02 1.973554e+02 2.144149e+02 1.955318e+02 1.944656e+02 1.263718e+02 8.148699e+01 3.200404e+05 1.282011e+05 1.225630e+04 4.308700e+03 1.072405e+03 3.705527e+02 1.379220e+02 5.384422e+01 2.152505e+01 8.685065e+00 1.892389e+03 1.775614e+03 6.497412e+02 2.218602e+02 6.845771e+01 2.037597e+01 6.257415e+00 2.019853e+00 7.603374e-01 2.538987e-01 4.572985e+03 1.219094e+04 1.258684e+04 7.928778e+03 4.422500e+03 2.746009e+03 1.636546e+03 8.425707e+02 4.475949e+02 2.761828e+02 3.631734e+04 3.848869e+04 2.881970e+04 1.906294e+04 1.255228e+04 7.609520e+03 4.359436e+03 2.438978e+03 9.566872e+02 7.471291e+02 4.060717e-02 6.778237e-02 1.483320e+01 6.856036e+00 3.136068e+00 1.451300e+00 6.975475e-01 3.474271e-01 2.074093e-01 1.319520e-01 2.881011e+01 6.924914e+01 8.276444e+01 7.893560e+01 6.994288e+01 5.805917e+01 4.836659e+01 3.991221e+01 3.142442e+01 2.859300e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.321337e+02 1.633431e+02 1.165844e+02 8.164122e+01 5.832633e+01 3.498958e+01 2.329381e+01 2.329361e+01 1.164758e+01 1.164759e+01 1.411140e+05 1.150115e+01 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.666725e+00 2.077900e-04 2.118361e-04 2.085637e-04 2.077900e-04 5.670031e+00 1.765000e+00 7.288346e-01 5.669321e+00 5.671288e+00 1.455624e+06 9.422030e+04 2.077933e-04 1.050380e+07 4.160637e+07 7.058356e-09
2.300000e+01 1.216880e+00 4.409566e+01 1.099342e+02 1.654621e+02 1.972946e+02 2.143486e+02 1.954708e+02 1.944049e+02 1.263321e+02 8.146144e+01 3.200402e+05 1.282010e+05 1.193015e+04 4.260049e+03 1.068225e+03 3.699984e+02 1.378246e+02 5.382160e+01 2.151836e+01 8.682743e+00 1.892402e+03 1.775647e+03 6.494637e+02 2.217649e+02 6.842619e+01 2.036727e+01 6.254791e+00 2.019011e+00 7.600206e-01 2.537955e-01 4.572858e+03 1.219069e+04 1.257916e+04 7.922350e+03 4.419403e+03 2.744205e+03 1.635512e+03 8.420514e+02 4.473223e+02 2.760155e+02 3.631508e+04 3.847627e+04 2.881085e+04 1.904607e+04 1.254484e+04 7.606126e+03 4.357818e+03 2.438165e+03 9.563870e+02 7.469019e+02 4.060812e-02 6.778278e-02 1.483320e+01 6.856036e+00 3.136068e+00 1.451299e+00 6.975472e-01 3.474267e-01 2.074089e-01 1.319517e-01 2.880946e+01 6.924881e+01 8.276350e+01 7.893495e+01 6.994222e+01 5.805875e+01 4.836622e+01 3.991197e+01 3.142428e+01 2.859288e+01 2.666649e+02 2.440086e+02 2.025123e+02 1.599312e+02 1.279449e+02 1.066208e+02 8.529662e+01 7.463455e+01 6.397247e+01 5.331039e+01 2.321558e+02 1.633549e+02 1.165858e+02 8.164017e+01 5.832559e+01 3.498932e+01 2.329371e+01 2.329349e+01 1.164756e+01 1.164756e+01 1.411136e+05 1.185629e+01 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 2.077899e-04 5.676910e+00 2.077900e-04 2.121018e-04 2.086071e-04 2.077900e-04 5.680360e+00 2.031355e+00 7.307040e-01 5.679529e+00 5.681599e+00 2.066611e+06 1.148116e+05 2.077934e-04 1.048150e+07 4.160041e+07 7.058363e-09
