Time Predator Cohort Stock Updated FPS FVS FVT FDS SHD SB PIN WHB WHT CEP BFS BFF BG BML BMS ZL BD MA SG BC ZG PL PS ZM ZS PB BB BO DL DR DC
1.000000e+00 FVS 0 0 0 1.082327e-04 0.000000e+00 0.000000e+00 1.088419e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.589836e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.518976e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.868310e-03 7.446151e-02 6.340314e-01 9.646135e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 1 0 0 1.081114e-04 0.000000e+00 0.000000e+00 2.195148e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.586939e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.516134e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.865137e-03 7.437806e-02 6.333355e-01 9.635266e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 2 0 0 1.873210e-05 1.262960e-02 0.000000e+00 1.035352e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.591471e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.529167e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.037930e-03 7.465638e-02 6.200638e-01 9.726803e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 3 0 0 1.872688e-05 1.262601e-02 0.000000e+00 1.034266e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.590752e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.527822e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.037030e-03 7.462814e-02 6.202445e-01 9.721620e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 4 0 0 1.872397e-05 1.262402e-02 0.000000e+00 1.033662e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.590352e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.527074e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.036529e-03 7.461244e-02 6.203449e-01 9.718740e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 5 0 0 1.871448e-05 1.261750e-02 0.000000e+00 1.031687e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.589045e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.524629e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.034893e-03 7.456110e-02 6.206732e-01 9.709320e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 6 0 0 1.871448e-05 1.261749e-02 0.000000e+00 1.031686e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.589044e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.524628e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.034892e-03 7.456107e-02 6.206730e-01 9.709316e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 7 0 0 1.870982e-05 1.261430e-02 0.000000e+00 1.030719e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.588403e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.523430e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.034090e-03 7.453590e-02 6.208332e-01 9.704701e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 8 0 0 1.870978e-05 1.261427e-02 0.000000e+00 1.030717e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.588398e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.523425e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.034084e-03 7.453575e-02 6.208320e-01 9.704682e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVS 9 0 0 1.870969e-05 1.261421e-02 0.000000e+00 1.030712e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.588385e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.523413e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.034069e-03 7.453539e-02 6.208290e-01 9.704634e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 0 0 0 1.703602e-02 9.177672e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.519320e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 1 0 0 1.197109e-02 9.406425e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.738502e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 2 0 0 1.200903e-02 9.403760e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.761169e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 3 0 0 1.200893e-02 9.403685e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.761132e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 4 0 0 1.206732e-02 9.363684e-01 3.527557e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.801356e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 5 0 0 1.210386e-02 9.360322e-01 3.561660e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.823370e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 6 0 0 1.210193e-02 9.358832e-01 3.561093e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.822602e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 7 0 0 1.209608e-02 9.354302e-01 3.559370e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.820268e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 8 0 0 1.208174e-02 9.343218e-01 3.555152e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.814556e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FVT 9 0 0 1.212531e-02 9.314457e-01 3.614341e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.846675e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 FDS 0 0 0 1.246466e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.064994e-04 7.080417e-07 4.956293e-04 2.832170e-05 2.124127e-07 1.289126e-03 3.708595e-01 1.770167e-03 1.416085e-06 1.416085e-09 3.244898e-03 6.298617e-04 0.000000e+00 5.681986e-01 1.905489e-02 0.000000e+00 1.406157e-04 0.000000e+00 0.000000e+00 3.009312e-02 3.761705e-03 7.495884e-20
1.000000e+00 FDS 1 0 0 1.318543e-04 0.000000e+00 0.000000e+00 2.476156e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.074107e-04 7.063823e-07 4.944677e-04 2.825532e-05 2.119149e-07 1.286104e-03 3.714910e-01 1.766018e-03 1.412766e-06 1.412766e-09 3.237293e-03 6.297504e-04 0.000000e+00 5.649661e-01 1.908731e-02 0.000000e+00 1.410310e-04 0.000000e+00 0.000000e+00 3.018208e-02 3.772825e-03 7.518257e-20
1.000000e+00 FDS 2 0 0 1.323357e-04 0.000000e+00 0.000000e+00 2.489146e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.090672e-04 7.064404e-07 4.945084e-04 2.825765e-05 2.119323e-07 1.286210e-03 3.730238e-01 1.766163e-03 1.412882e-06 1.412882e-09 3.237560e-03 6.311739e-04 0.000000e+00 5.631543e-01 1.916604e-02 0.000000e+00 1.417881e-04 0.000000e+00 0.000000e+00 3.034415e-02 3.793084e-03 7.558840e-20
1.000000e+00 FDS 3 0 0 1.563787e-03 0.000000e+00 0.000000e+00 4.182556e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.204898e-02 5.088799e-06 2.714027e-03 1.085612e-04 3.138096e-05 7.486977e-03 6.345809e-01 8.481611e-04 6.785073e-05 6.785073e-08 1.860105e-02 5.860318e-03 0.000000e+00 0.000000e+00 1.284416e-02 0.000000e+00 8.330953e-04 0.000000e+00 0.000000e+00 1.782927e-01 2.228714e-02 4.442356e-19
1.000000e+00 FDS 4 0 0 1.564180e-03 0.000000e+00 0.000000e+00 4.185279e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.212378e-02 5.010161e-06 2.672086e-03 1.068835e-04 3.089602e-05 7.371278e-03 6.346999e-01 8.350542e-04 6.680221e-05 6.680221e-08 1.831360e-02 5.862950e-03 0.000000e+00 0.000000e+00 1.284663e-02 0.000000e+00 8.340663e-04 0.000000e+00 0.000000e+00 1.785005e-01 2.231312e-02 4.447548e-19
1.000000e+00 FDS 5 0 0 1.564386e-03 0.000000e+00 0.000000e+00 4.186753e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.216457e-02 4.967861e-06 2.649526e-03 1.059812e-04 3.063518e-05 7.309045e-03 6.347612e-01 8.280041e-04 6.623822e-05 6.623822e-08 1.815899e-02 5.864362e-03 0.000000e+00 0.000000e+00 1.284791e-02 0.000000e+00 8.345966e-04 0.000000e+00 0.000000e+00 1.786141e-01 2.232731e-02 4.450384e-19
1.000000e+00 FDS 6 0 0 1.564385e-03 0.000000e+00 0.000000e+00 4.186751e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.216454e-02 4.967859e-06 2.649525e-03 1.059811e-04 3.063516e-05 7.309041e-03 6.347609e-01 8.280037e-04 6.623819e-05 6.623819e-08 1.815898e-02 5.864360e-03 0.000000e+00 0.000000e+00 1.284791e-02 0.000000e+00 8.345962e-04 0.000000e+00 0.000000e+00 1.786140e-01 2.232730e-02 4.450382e-19
1.000000e+00 FDS 7 0 0 1.564384e-03 0.000000e+00 0.000000e+00 4.186746e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.216446e-02 4.967854e-06 2.649522e-03 1.059810e-04 3.063513e-05 7.309034e-03 6.347603e-01 8.280028e-04 6.623812e-05 6.623812e-08 1.815896e-02 5.864353e-03 0.000000e+00 0.000000e+00 1.284789e-02 0.000000e+00 8.345953e-04 0.000000e+00 0.000000e+00 1.786138e-01 2.232728e-02 4.450377e-19
1.000000e+00 FDS 8 0 0 1.564381e-03 0.000000e+00 0.000000e+00 4.186738e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.216432e-02 4.967844e-06 2.649517e-03 1.059808e-04 3.063507e-05 7.309019e-03 6.347590e-01 8.280011e-04 6.623799e-05 6.623799e-08 1.815892e-02 5.864342e-03 0.000000e+00 0.000000e+00 1.284787e-02 0.000000e+00 8.345937e-04 0.000000e+00 0.000000e+00 1.786134e-01 2.232723e-02 4.450369e-19
1.000000e+00 FDS 9 0 0 1.564377e-03 0.000000e+00 0.000000e+00 4.186727e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.216412e-02 4.967831e-06 2.649510e-03 1.059805e-04 3.063499e-05 7.309000e-03 6.347573e-01 8.279989e-04 6.623781e-05 6.623781e-08 1.815887e-02 5.864326e-03 0.000000e+00 0.000000e+00 1.284783e-02 0.000000e+00 8.345914e-04 0.000000e+00 0.000000e+00 1.786130e-01 2.232718e-02 4.450357e-19
1.000000e+00 SHD 0 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.474224e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.321532e-01 1.001225e-02 3.754594e-02 5.006130e-01 2.503065e-03 5.206375e-03 0.000000e+00 1.245275e-02 0.000000e+00 0.000000e+00 2.988660e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 1 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.402193e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.322687e-01 1.001100e-02 3.754124e-02 5.005504e-01 2.502752e-03 5.205724e-03 0.000000e+00 1.245119e-02 0.000000e+00 0.000000e+00 2.988286e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 2 0 0 0.000000e+00 0.000000e+00 0.000000e+00 6.376462e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.323099e-01 1.001055e-02 3.753956e-02 5.005280e-01 2.502640e-03 5.205491e-03 0.000000e+00 1.245063e-02 0.000000e+00 0.000000e+00 2.988152e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 3 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.516017e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.555198e-01 1.176931e-02 4.413492e-02 5.884662e-01 2.942331e-03 6.120048e-03 0.000000e+00 1.463810e-02 0.000000e+00 0.000000e+00 1.756572e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 4 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.547818e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.554702e-01 1.176996e-02 4.413736e-02 5.884986e-01 2.942493e-03 6.120386e-03 0.000000e+00 1.463890e-02 0.000000e+00 0.000000e+00 1.756668e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 5 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.516832e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.555185e-01 1.176933e-02 4.413498e-02 5.884669e-01 2.942334e-03 6.120056e-03 0.000000e+00 1.463811e-02 0.000000e+00 0.000000e+00 1.756574e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 6 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.516827e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.555184e-01 1.176932e-02 4.413495e-02 5.884665e-01 2.942332e-03 6.120051e-03 0.000000e+00 1.463810e-02 0.000000e+00 0.000000e+00 1.756572e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 7 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.516817e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.555182e-01 1.176930e-02 4.413489e-02 5.884657e-01 2.942329e-03 6.120043e-03 0.000000e+00 1.463808e-02 0.000000e+00 0.000000e+00 1.756570e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 8 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.516798e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.555178e-01 1.176927e-02 4.413478e-02 5.884642e-01 2.942321e-03 6.120028e-03 0.000000e+00 1.463805e-02 0.000000e+00 0.000000e+00 1.756566e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SHD 9 0 0 0.000000e+00 0.000000e+00 0.000000e+00 7.516764e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.555171e-01 1.176922e-02 4.413458e-02 5.884616e-01 2.942308e-03 6.120000e-03 0.000000e+00 1.463798e-02 0.000000e+00 0.000000e+00 1.756558e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 SB 0 0 0 1.240294e-03 4.280066e-01 0.000000e+00 4.864744e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.981597e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.372526e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.053717e-03 0.000000e+00 0.000000e+00 2.367325e-01 5.918312e-02 0.000000e+00
